l,l1,p,a,a1,u,u1,id
Euro-Schulen gGmbH,Euro-Akademie Leipzig Ergänzungsschule für Wirtschaft   (Schule in freier Trägerschaft),4103,"Leipzig, Rosa-Luxemburg-Straße 23",Rosa-Luxemburg-Straße 23 04103 Leipzig OT Zentrum-Ost,http://leipzig-data.de/Data/Schule/Euro-Schulen,http://jedeschule.de/SN-4452454-0,SN-4452454-0
Euro-Schulen gGmbH,Euro-Akademie Leipzig Ergänzungsschule für Wirtschaft   (Schule in freier Trägerschaft),4103,"Leipzig, Rosa-Luxemburg-Straße 23",Rosa-Luxemburg-Straße 23 04103 Leipzig OT Zentrum-Ost,http://leipzig-data.de/Data/Schule/Euro-Schulen,http://jedeschule.de/SN-4452454-0,SN-4452454-0
Designschule 1.0 und Designschule 2.0 GmbH,Designschule Leipzig Ergänzungsschule für Game Design   (Schule in freier Trägerschaft),4103,"Leipzig, Bauhofstraße 3",Bauhofstraße 3 04103 Leipzig OT Zentrum-Südost,http://leipzig-data.de/Data/Schule/Designschule,http://jedeschule.de/SN-4452287-0,SN-4452287-0
Designschule 1.0 und Designschule 2.0 GmbH,Designschule Leipzig Ergänzungsschule für Game Design   (Schule in freier Trägerschaft),4103,"Leipzig, Bauhofstraße 3",Bauhofstraße 3 04103 Leipzig OT Zentrum-Südost,http://leipzig-data.de/Data/Schule/Designschule,http://jedeschule.de/SN-4452287-0,SN-4452287-0
Designschule 1.0 und Designschule 2.0 GmbH,Designschule Leipzig  Ergänzungsschule für Modedesign    (Schule in freier Trägerschaft),4103,"Leipzig, Bauhofstraße 3",Bauhofstraße  3 04103 Leipzig OT Zentrum-Südost,http://leipzig-data.de/Data/Schule/Designschule,http://jedeschule.de/SN-4452439-0,SN-4452439-0
Designschule 1.0 und Designschule 2.0 GmbH,Designschule Leipzig  Ergänzungsschule für Modedesign    (Schule in freier Trägerschaft),4103,"Leipzig, Bauhofstraße 3",Bauhofstraße  3 04103 Leipzig OT Zentrum-Südost,http://leipzig-data.de/Data/Schule/Designschule,http://jedeschule.de/SN-4452439-0,SN-4452439-0
Henriette-Goldschmidt-Schule - Berufliches Schulzentrum der Stadt Leipzig,Henriette-Goldschmidt-Schule - Berufliches Schulzentrum der Stadt Leipzig,4103,"Leipzig, Goldschmidtstraße 20",Goldschmidtstraße 20 04103 Leipzig OT Zentrum-Südost,http://leipzig-data.de/Data/Schule/Henriette-Goldschmidt-Schule,http://jedeschule.de/SN-4450235-0,SN-4450235-0
Henriette-Goldschmidt-Schule - Berufliches Schulzentrum der Stadt Leipzig,Henriette-Goldschmidt-Schule - Berufliches Schulzentrum der Stadt Leipzig,4103,"Leipzig, Goldschmidtstraße 20",Goldschmidtstraße 20 04103 Leipzig OT Zentrum-Südost,http://leipzig-data.de/Data/Schule/Henriette-Goldschmidt-Schule,http://jedeschule.de/SN-4450235-0,SN-4450235-0
Henriette-Goldschmidt-Schule - Berufliches Schulzentrum der Stadt Leipzig,Henriette-Goldschmidt-Schule - Berufliches Schulzentrum der Stadt Leipzig,4103,"Leipzig, Goldschmidtstraße 20",Goldschmidtstraße 20 04103 Leipzig OT Zentrum-Südost,http://leipzig-data.de/Data/Schule/Henriette-Goldschmidt-Schule,http://jedeschule.de/SN-4450235-1,SN-4450235-1
Henriette-Goldschmidt-Schule - Berufliches Schulzentrum der Stadt Leipzig,Henriette-Goldschmidt-Schule - Berufliches Schulzentrum der Stadt Leipzig,4103,"Leipzig, Goldschmidtstraße 20",Goldschmidtstraße 20 04103 Leipzig OT Zentrum-Südost,http://leipzig-data.de/Data/Schule/Henriette-Goldschmidt-Schule,http://jedeschule.de/SN-4450235-1,SN-4450235-1
Henriette-Goldschmidt-Schule - Berufliches Schulzentrum der Stadt Leipzig,Henriette-Goldschmidt-Schule - Berufliches Schulzentrum der Stadt Leipzig,4103,"Leipzig, Goldschmidtstraße 20",Goldschmidtstraße 20 04103 Leipzig OT Zentrum-Südost,http://leipzig-data.de/Data/Schule/Henriette-Goldschmidt-Schule,http://jedeschule.de/SN-4450235-2,SN-4450235-2
Henriette-Goldschmidt-Schule - Berufliches Schulzentrum der Stadt Leipzig,Henriette-Goldschmidt-Schule - Berufliches Schulzentrum der Stadt Leipzig,4103,"Leipzig, Goldschmidtstraße 20",Goldschmidtstraße 20 04103 Leipzig OT Zentrum-Südost,http://leipzig-data.de/Data/Schule/Henriette-Goldschmidt-Schule,http://jedeschule.de/SN-4450235-2,SN-4450235-2
Henriette-Goldschmidt-Schule - Berufliches Schulzentrum der Stadt Leipzig,Henriette-Goldschmidt-Schule - Berufliches Schulzentrum der Stadt Leipzig,4103,"Leipzig, Goldschmidtstraße 20",Goldschmidtstraße 20 04103 Leipzig OT Zentrum-Südost,http://leipzig-data.de/Data/Schule/Henriette-Goldschmidt-Schule,http://jedeschule.de/SN-4450235-3,SN-4450235-3
Henriette-Goldschmidt-Schule - Berufliches Schulzentrum der Stadt Leipzig,Henriette-Goldschmidt-Schule - Berufliches Schulzentrum der Stadt Leipzig,4103,"Leipzig, Goldschmidtstraße 20",Goldschmidtstraße 20 04103 Leipzig OT Zentrum-Südost,http://leipzig-data.de/Data/Schule/Henriette-Goldschmidt-Schule,http://jedeschule.de/SN-4450235-3,SN-4450235-3
"Freie Grundschule ""Clara Schumann"" Leipzig","Fachoberschule für Sozialwesen, Gestaltung, Technik sowie Wirtschaft und Verwaltung",4103,"Leipzig, Inselstraße 18",Inselstraße 20 04103 Leipzig OT Zentrum,http://leipzig-data.de/Data/Schule/Schumann-GS,http://jedeschule.de/SN-4450276-0,SN-4450276-0
"Freie Grundschule ""Clara Schumann"" Leipzig","Fachoberschule für Sozialwesen, Gestaltung, Technik sowie Wirtschaft und Verwaltung",4103,"Leipzig, Inselstraße 18",Inselstraße 20 04103 Leipzig OT Zentrum,http://leipzig-data.de/Data/Schule/Schumann-GS,http://jedeschule.de/SN-4450276-0,SN-4450276-0
Gutenbergschule - Berufliches Schulzentrum der Stadt Leipzig,Gutenbergschule - Berufliches Schulzentrum der Stadt Leipzig,4103,"Leipzig, Gutenbergplatz 4",Gutenbergplatz 8 04103 Leipzig OT Zentrum,http://leipzig-data.de/Data/Schule/Gutenberg-Schule,http://jedeschule.de/SN-4450110-0,SN-4450110-0
Gutenbergschule - Berufliches Schulzentrum der Stadt Leipzig,Gutenbergschule - Berufliches Schulzentrum der Stadt Leipzig,4103,"Leipzig, Gutenbergplatz 4",Gutenbergplatz 8 04103 Leipzig OT Zentrum,http://leipzig-data.de/Data/Schule/Gutenberg-Schule,http://jedeschule.de/SN-4450110-0,SN-4450110-0
Gutenbergschule - Berufliches Schulzentrum der Stadt Leipzig,Gutenbergschule - Berufliches Schulzentrum der Stadt Leipzig,4103,"Leipzig, Gutenbergplatz 4",Gutenbergplatz 8 04103 Leipzig OT Zentrum,http://leipzig-data.de/Data/Schule/Gutenberg-Schule,http://jedeschule.de/SN-4450110-1,SN-4450110-1
Gutenbergschule - Berufliches Schulzentrum der Stadt Leipzig,Gutenbergschule - Berufliches Schulzentrum der Stadt Leipzig,4103,"Leipzig, Gutenbergplatz 4",Gutenbergplatz 8 04103 Leipzig OT Zentrum,http://leipzig-data.de/Data/Schule/Gutenberg-Schule,http://jedeschule.de/SN-4450110-1,SN-4450110-1
Gutenbergschule - Berufliches Schulzentrum der Stadt Leipzig,Gutenbergschule - Berufliches Schulzentrum der Stadt Leipzig,4103,"Leipzig, Gutenbergplatz 4",Gutenbergplatz 8 04103 Leipzig OT Zentrum,http://leipzig-data.de/Data/Schule/Gutenberg-Schule,http://jedeschule.de/SN-4450110-2,SN-4450110-2
Gutenbergschule - Berufliches Schulzentrum der Stadt Leipzig,Gutenbergschule - Berufliches Schulzentrum der Stadt Leipzig,4103,"Leipzig, Gutenbergplatz 4",Gutenbergplatz 8 04103 Leipzig OT Zentrum,http://leipzig-data.de/Data/Schule/Gutenberg-Schule,http://jedeschule.de/SN-4450110-2,SN-4450110-2
Euro-Schulen gGmbH,"Euro-Akademie Leipzig Fachschule für Sozialwesen, Fachrichtung Sozialpädagogik  (Schule in freier Trägerschaft)",4103,"Leipzig, Rosa-Luxemburg-Straße 23",Rosa-Luxemburg-Straße 23-25 04103 Leipzig OT Zentrum-Ost,http://leipzig-data.de/Data/Schule/Euro-Schulen,http://jedeschule.de/SN-4451175-0,SN-4451175-0
Euro-Schulen gGmbH,"Euro-Akademie Leipzig Fachschule für Sozialwesen, Fachrichtung Sozialpädagogik  (Schule in freier Trägerschaft)",4103,"Leipzig, Rosa-Luxemburg-Straße 23",Rosa-Luxemburg-Straße 23-25 04103 Leipzig OT Zentrum-Ost,http://leipzig-data.de/Data/Schule/Euro-Schulen,http://jedeschule.de/SN-4451175-0,SN-4451175-0
Euro-Schulen gGmbH,Euro-Akademie Leipzig Berufsfachschule für Sozialwesen   (Schule in freier Trägerschaft),4103,"Leipzig, Rosa-Luxemburg-Straße 23",Rosa-Luxemburg-Straße 23-25 04103 Leipzig OT Zentrum,http://leipzig-data.de/Data/Schule/Euro-Schulen,http://jedeschule.de/SN-4450433-0,SN-4450433-0
Euro-Schulen gGmbH,Euro-Akademie Leipzig Berufsfachschule für Sozialwesen   (Schule in freier Trägerschaft),4103,"Leipzig, Rosa-Luxemburg-Straße 23",Rosa-Luxemburg-Straße 23-25 04103 Leipzig OT Zentrum,http://leipzig-data.de/Data/Schule/Euro-Schulen,http://jedeschule.de/SN-4450433-0,SN-4450433-0
Euro-Schulen gGmbH,Euro-Akademie Leipzig Berufsfachschule für Wirtschaft   (Schule in freier Trägerschaft),4103,"Leipzig, Rosa-Luxemburg-Straße 23",Rosa-Luxemburg-Straße 23-25 04103 Leipzig OT Zentrum-Ost,http://leipzig-data.de/Data/Schule/Euro-Schulen,http://jedeschule.de/SN-4451035-0,SN-4451035-0
Euro-Schulen gGmbH,Euro-Akademie Leipzig Berufsfachschule für Wirtschaft   (Schule in freier Trägerschaft),4103,"Leipzig, Rosa-Luxemburg-Straße 23",Rosa-Luxemburg-Straße 23-25 04103 Leipzig OT Zentrum-Ost,http://leipzig-data.de/Data/Schule/Euro-Schulen,http://jedeschule.de/SN-4451035-0,SN-4451035-0
Euro-Schulen gGmbH,Euro-Akademie Leipzig  Berufsschule   (Schule in freier Trägerschaft),4103,"Leipzig, Rosa-Luxemburg-Straße 23",Rosa-Luxemburg-Straße 23 04103 Leipzig OT Zentrum,http://leipzig-data.de/Data/Schule/Euro-Schulen,http://jedeschule.de/SN-4452751-0,SN-4452751-0
Euro-Schulen gGmbH,Euro-Akademie Leipzig  Berufsschule   (Schule in freier Trägerschaft),4103,"Leipzig, Rosa-Luxemburg-Straße 23",Rosa-Luxemburg-Straße 23 04103 Leipzig OT Zentrum,http://leipzig-data.de/Data/Schule/Euro-Schulen,http://jedeschule.de/SN-4452751-0,SN-4452751-0
Musikalisch-Sportliches Gymnasium Leipzig der Rahn-Dittrich Gruppe,Musikalisch-Sportliches Gymnasium    (Schule in freier Trägerschaft),4103,"Leipzig, Salomonstraße 10",Salomonstraße 10 04103 Leipzig OT Zentrum,http://leipzig-data.de/Data/Schule/MSG,http://jedeschule.de/SN-4440604-0,SN-4440604-0
Musikalisch-Sportliches Gymnasium Leipzig der Rahn-Dittrich Gruppe,Musikalisch-Sportliches Gymnasium    (Schule in freier Trägerschaft),4103,"Leipzig, Salomonstraße 10",Salomonstraße 10 04103 Leipzig OT Zentrum,http://leipzig-data.de/Data/Schule/MSG,http://jedeschule.de/SN-4440604-0,SN-4440604-0
Pablo-Neruda-Schule,Anton-Philipp-Reclam-Schule - Gymnasium des Deutsch-Französischen Bildungszentrums der Stadt Leipzig,4103,"Leipzig, Tarostraße 6",Tarostraße 4 04103 Leipzig OT Zentrum,http://leipzig-data.de/Data/Schule/Neruda-GS,http://jedeschule.de/SN-4440400-0,SN-4440400-0
Pablo-Neruda-Schule,Anton-Philipp-Reclam-Schule - Gymnasium des Deutsch-Französischen Bildungszentrums der Stadt Leipzig,4103,"Leipzig, Tarostraße 6",Tarostraße 4 04103 Leipzig OT Zentrum,http://leipzig-data.de/Data/Schule/Neruda-GS,http://jedeschule.de/SN-4440400-0,SN-4440400-0
Anton-Philipp-Reclam-Gymnasium,Anton-Philipp-Reclam-Schule - Gymnasium des Deutsch-Französischen Bildungszentrums der Stadt Leipzig,4103,"Leipzig, Tarostraße 4",Tarostraße 4 04103 Leipzig OT Zentrum,http://leipzig-data.de/Data/Schule/Reclam-Gym,http://jedeschule.de/SN-4440400-0,SN-4440400-0
Anton-Philipp-Reclam-Gymnasium,Anton-Philipp-Reclam-Schule - Gymnasium des Deutsch-Französischen Bildungszentrums der Stadt Leipzig,4103,"Leipzig, Tarostraße 4",Tarostraße 4 04103 Leipzig OT Zentrum,http://leipzig-data.de/Data/Schule/Reclam-Gym,http://jedeschule.de/SN-4440400-0,SN-4440400-0
Georg-Schumann-Oberschule,Georg-Schumann-Schule - Oberschule des Deutsch-Französischen Bildungszentrums der Stadt Leipzig,4103,"Leipzig, Glockenstraße 6",Glockenstraße 6 04103 Leipzig OT Zentrum,http://leipzig-data.de/Data/Schule/Georg-Schumann-OS,http://jedeschule.de/SN-4431110-0,SN-4431110-0
Georg-Schumann-Oberschule,Georg-Schumann-Schule - Oberschule des Deutsch-Französischen Bildungszentrums der Stadt Leipzig,4103,"Leipzig, Glockenstraße 6",Glockenstraße 6 04103 Leipzig OT Zentrum,http://leipzig-data.de/Data/Schule/Georg-Schumann-OS,http://jedeschule.de/SN-4431110-0,SN-4431110-0
Pablo-Neruda-Schule,Pablo-Neruda-Schule - Grundschule des Deutsch-Französischen Bildungszentrums der Stadt Leipzig,4103,"Leipzig, Tarostraße 6",Tarostraße 6 04103 Leipzig OT Zentrum,http://leipzig-data.de/Data/Schule/Neruda-GS,http://jedeschule.de/SN-4412466-0,SN-4412466-0
Pablo-Neruda-Schule,Pablo-Neruda-Schule - Grundschule des Deutsch-Französischen Bildungszentrums der Stadt Leipzig,4103,"Leipzig, Tarostraße 6",Tarostraße 6 04103 Leipzig OT Zentrum,http://leipzig-data.de/Data/Schule/Neruda-GS,http://jedeschule.de/SN-4412466-0,SN-4412466-0
Anton-Philipp-Reclam-Gymnasium,Pablo-Neruda-Schule - Grundschule des Deutsch-Französischen Bildungszentrums der Stadt Leipzig,4103,"Leipzig, Tarostraße 4",Tarostraße 6 04103 Leipzig OT Zentrum,http://leipzig-data.de/Data/Schule/Reclam-Gym,http://jedeschule.de/SN-4412466-0,SN-4412466-0
Anton-Philipp-Reclam-Gymnasium,Pablo-Neruda-Schule - Grundschule des Deutsch-Französischen Bildungszentrums der Stadt Leipzig,4103,"Leipzig, Tarostraße 4",Tarostraße 6 04103 Leipzig OT Zentrum,http://leipzig-data.de/Data/Schule/Reclam-Gym,http://jedeschule.de/SN-4412466-0,SN-4412466-0
"Freie Grundschule ""Clara Schumann"" Leipzig","Freie Grundschule  ""Clara Schumann "" Leipzig    (Schule in freier Trägerschaft)",4103,"Leipzig, Inselstraße 18",Inselstraße 18 04103 Leipzig OT Zentrum-Ost,http://leipzig-data.de/Data/Schule/Schumann-GS,http://jedeschule.de/SN-4412557-0,SN-4412557-0
"Freie Grundschule ""Clara Schumann"" Leipzig","Freie Grundschule  ""Clara Schumann "" Leipzig    (Schule in freier Trägerschaft)",4103,"Leipzig, Inselstraße 18",Inselstraße 18 04103 Leipzig OT Zentrum-Ost,http://leipzig-data.de/Data/Schule/Schumann-GS,http://jedeschule.de/SN-4412557-0,SN-4412557-0
"Freie Grundschule ""Clara Schumann"" Leipzig","Freie Grundschule  ""Clara Schumann "" Leipzig    (Schule in freier Trägerschaft)",4103,"Leipzig, Inselstraße 18",Inselstraße 18 04103 Leipzig OT Zentrum-Ost,http://leipzig-data.de/Data/Schule/Schumann-GS,http://jedeschule.de/SN-4412557-0,SN-4412557-0
"Freie Grundschule ""Clara Schumann"" Leipzig","Freie Grundschule  ""Clara Schumann "" Leipzig    (Schule in freier Trägerschaft)",4103,"Leipzig, Inselstraße 18",Inselstraße 18 04103 Leipzig OT Zentrum-Ost,http://leipzig-data.de/Data/Schule/Schumann-GS,http://jedeschule.de/SN-4412557-0,SN-4412557-0
August-Hermann-Francke Grundschule,AHFGrundschule Leipzig    (Schule in freier Trägerschaft),4103,"Leipzig, Puschstraße 9",Puschstraße 9 04103 Leipzig OT Zentrum-Südost,http://leipzig-data.de/Data/Schule/AHF-GS,http://jedeschule.de/SN-4412680-0,SN-4412680-0
August-Hermann-Francke Grundschule,AHFGrundschule Leipzig    (Schule in freier Trägerschaft),4103,"Leipzig, Puschstraße 9",Puschstraße 9 04103 Leipzig OT Zentrum-Südost,http://leipzig-data.de/Data/Schule/AHF-GS,http://jedeschule.de/SN-4412680-0,SN-4412680-0
Universitätsklinikum Leipzig AöR,Ergänzungsschule  für operationstechnische Assistenten am Universitätsklinikum Leipzig AöR (Schule in freier Trägerschaft),4105,"Leipzig, Richterstraße 9",Richterstraße 9-11 04105 Leipzig OT Zentrum,http://leipzig-data.de/Data/Schule/Universitaetsklinikum,http://jedeschule.de/SN-4452702-0,SN-4452702-0
Universitätsklinikum Leipzig AöR,Ergänzungsschule  für operationstechnische Assistenten am Universitätsklinikum Leipzig AöR (Schule in freier Trägerschaft),4105,"Leipzig, Richterstraße 9",Richterstraße 9-11 04105 Leipzig OT Zentrum,http://leipzig-data.de/Data/Schule/Universitaetsklinikum,http://jedeschule.de/SN-4452702-0,SN-4452702-0
Universitätsklinikum Leipzig AöR,Berufsfachschule für Krankenpflege    (Schule in freier Trägerschaft),4105,"Leipzig, Richterstraße 9",Richterstraße 9-11 04105 Leipzig OT Zentrum,http://leipzig-data.de/Data/Schule/Universitaetsklinikum,http://jedeschule.de/SN-4452470-0,SN-4452470-0
Universitätsklinikum Leipzig AöR,Berufsfachschule für Krankenpflege    (Schule in freier Trägerschaft),4105,"Leipzig, Richterstraße 9",Richterstraße 9-11 04105 Leipzig OT Zentrum,http://leipzig-data.de/Data/Schule/Universitaetsklinikum,http://jedeschule.de/SN-4452470-0,SN-4452470-0
Universitätsklinikum Leipzig AöR,Berufsfachschule für Diätassistenten Medizinische Berufsfachschule des Universitätsklinikums Leipzig (AöR)  (Schule in freier Trägerschaft),4105,"Leipzig, Richterstraße 9",Richterstraße 9-11 04105 Leipzig OT Zentrum,http://leipzig-data.de/Data/Schule/Universitaetsklinikum,http://jedeschule.de/SN-4451381-0,SN-4451381-0
Universitätsklinikum Leipzig AöR,Berufsfachschule für Diätassistenten Medizinische Berufsfachschule des Universitätsklinikums Leipzig (AöR)  (Schule in freier Trägerschaft),4105,"Leipzig, Richterstraße 9",Richterstraße 9-11 04105 Leipzig OT Zentrum,http://leipzig-data.de/Data/Schule/Universitaetsklinikum,http://jedeschule.de/SN-4451381-0,SN-4451381-0
Universitätsklinikum Leipzig AöR,Berufsfachschule für  Physiotherapie   (Schule in freier Trägerschaft),4105,"Leipzig, Richterstraße 9",Richterstraße 9-11 04105 Leipzig OT Zentrum,http://leipzig-data.de/Data/Schule/Universitaetsklinikum,http://jedeschule.de/SN-4452512-0,SN-4452512-0
Universitätsklinikum Leipzig AöR,Berufsfachschule für  Physiotherapie   (Schule in freier Trägerschaft),4105,"Leipzig, Richterstraße 9",Richterstraße 9-11 04105 Leipzig OT Zentrum,http://leipzig-data.de/Data/Schule/Universitaetsklinikum,http://jedeschule.de/SN-4452512-0,SN-4452512-0
Universitätsklinikum Leipzig AöR,Berufsfachschule für  Orthoptik   (Schule in freier Trägerschaft),4105,"Leipzig, Richterstraße 9",Richterstraße 9-11 04105 Leipzig OT Zentrum,http://leipzig-data.de/Data/Schule/Universitaetsklinikum,http://jedeschule.de/SN-4452504-0,SN-4452504-0
Universitätsklinikum Leipzig AöR,Berufsfachschule für  Orthoptik   (Schule in freier Trägerschaft),4105,"Leipzig, Richterstraße 9",Richterstraße 9-11 04105 Leipzig OT Zentrum,http://leipzig-data.de/Data/Schule/Universitaetsklinikum,http://jedeschule.de/SN-4452504-0,SN-4452504-0
Universitätsklinikum Leipzig AöR,Berufsfachschule für  medizinisch-technische Assistenten   (Schule in freier Trägerschaft),4105,"Leipzig, Richterstraße 9",Richterstraße 9-11 04105 Leipzig OT Zentrum,http://leipzig-data.de/Data/Schule/Universitaetsklinikum,http://jedeschule.de/SN-4452496-0,SN-4452496-0
Universitätsklinikum Leipzig AöR,Berufsfachschule für  medizinisch-technische Assistenten   (Schule in freier Trägerschaft),4105,"Leipzig, Richterstraße 9",Richterstraße 9-11 04105 Leipzig OT Zentrum,http://leipzig-data.de/Data/Schule/Universitaetsklinikum,http://jedeschule.de/SN-4452496-0,SN-4452496-0
Leibnizschule,Leibnizschule - Gymnasium der Stadt Leipzig,4105,"Leipzig, Nordplatz 13",Nordplatz 13 04105 Leipzig OT Zentrum,http://leipzig-data.de/Data/Schule/Leibniz-Gym,http://jedeschule.de/SN-4440350-0,SN-4440350-0
Leibnizschule,Leibnizschule - Gymnasium der Stadt Leipzig,4105,"Leipzig, Nordplatz 13",Nordplatz 13 04105 Leipzig OT Zentrum,http://leipzig-data.de/Data/Schule/Leibniz-Gym,http://jedeschule.de/SN-4440350-0,SN-4440350-0
Sportoberschule Leipzig,Sportoberschule der Stadt Leipzig,4105,"Leipzig, Max-Planck-Straße 1",Max-Planck-Straße 1/3 04105 Leipzig OT Zentrum,http://leipzig-data.de/Data/Schule/Sport-OS,http://jedeschule.de/SN-4431243-0,SN-4431243-0
Sportoberschule Leipzig,Sportoberschule der Stadt Leipzig,4105,"Leipzig, Max-Planck-Straße 1",Max-Planck-Straße 1/3 04105 Leipzig OT Zentrum,http://leipzig-data.de/Data/Schule/Sport-OS,http://jedeschule.de/SN-4431243-0,SN-4431243-0
Schule 5 im Stadtbezirk Mitte,Schule 5 im Stadtbezirk Mitte - Grundschule der Stadt Leipzig,4105,"Leipzig, Eitingonstraße 5",Eitingonstraße 5 04105 Leipzig OT Zentrum-Nordwest,http://leipzig-data.de/Data/Schule/5-GS,http://jedeschule.de/SN-4412714-0,SN-4412714-0
Schule 5 im Stadtbezirk Mitte,Schule 5 im Stadtbezirk Mitte - Grundschule der Stadt Leipzig,4105,"Leipzig, Eitingonstraße 5",Eitingonstraße 5 04105 Leipzig OT Zentrum-Nordwest,http://leipzig-data.de/Data/Schule/5-GS,http://jedeschule.de/SN-4412714-0,SN-4412714-0
GBS - gGmbH für technische und kaufmännische berufsbildende Schulen Leipzig,Fachschule für Technik    (Schule in freier Trägerschaft),4107,"Leipzig, Mahlmannstraße 1",Mahlmannstraße 1-3 04107 Leipzig OT Zentrum,http://leipzig-data.de/Data/Schule/GBS-Berufsschule,http://jedeschule.de/SN-4450292-0,SN-4450292-0
GBS - gGmbH für technische und kaufmännische berufsbildende Schulen Leipzig,Fachschule für Technik    (Schule in freier Trägerschaft),4107,"Leipzig, Mahlmannstraße 1",Mahlmannstraße 1-3 04107 Leipzig OT Zentrum,http://leipzig-data.de/Data/Schule/GBS-Berufsschule,http://jedeschule.de/SN-4450292-0,SN-4450292-0
Schule am Floßplatz,"Fachschule für Sozialwesen, Fachrichtung Sozialpädagogik   (Schule in freier Trägerschaft)",4107,"Leipzig, Hohe Straße 45",Hohe Straße  9-13 04107 Leipzig ,http://leipzig-data.de/Data/Schule/Flossplatz-GS,http://jedeschule.de/SN-4451522-0,SN-4451522-0
Schule am Floßplatz,"Fachschule für Sozialwesen, Fachrichtung Sozialpädagogik   (Schule in freier Trägerschaft)",4107,"Leipzig, Hohe Straße 45",Hohe Straße  9-13 04107 Leipzig,http://leipzig-data.de/Data/Schule/Flossplatz-GS,http://jedeschule.de/SN-4451522-0,SN-4451522-0
Bildungsakademie Dresden,"Fachschule für Sozialwesen, Fachrichtung Sozialpädagogik   (Schule in freier Trägerschaft)",4107,"Leipzig, Hohe Straße 9",Hohe Straße  9-13 04107 Leipzig ,http://leipzig-data.de/Data/Schule/BildungsakademieDresden,http://jedeschule.de/SN-4451522-0,SN-4451522-0
Bildungsakademie Dresden,"Fachschule für Sozialwesen, Fachrichtung Sozialpädagogik   (Schule in freier Trägerschaft)",4107,"Leipzig, Hohe Straße 9",Hohe Straße  9-13 04107 Leipzig,http://leipzig-data.de/Data/Schule/BildungsakademieDresden,http://jedeschule.de/SN-4451522-0,SN-4451522-0
GBS - gGmbH für technische und kaufmännische berufsbildende Schulen Leipzig,Fachschule für Wirtschaft    (Schule in freier Trägerschaft),4107,"Leipzig, Mahlmannstraße 1",Mahlmannstraße 1-3 04107 Leipzig OT Zentrum,http://leipzig-data.de/Data/Schule/GBS-Berufsschule,http://jedeschule.de/SN-4452462-0,SN-4452462-0
GBS - gGmbH für technische und kaufmännische berufsbildende Schulen Leipzig,Fachschule für Wirtschaft    (Schule in freier Trägerschaft),4107,"Leipzig, Mahlmannstraße 1",Mahlmannstraße 1-3 04107 Leipzig OT Zentrum,http://leipzig-data.de/Data/Schule/GBS-Berufsschule,http://jedeschule.de/SN-4452462-0,SN-4452462-0
IB Gesellschaft für interdisziplinäre Studien mbH,Berufsfachschule für Logopädie    (Schule in freier Trägerschaft),4107,"Leipzig, Grassistraße 12",Grassistraße 12 04107 Leipzig OT Zentrum-Süd,http://leipzig-data.de/Data/Schule/IB.Berufsschule,http://jedeschule.de/SN-4451324-0,SN-4451324-0
IB Gesellschaft für interdisziplinäre Studien mbH,Berufsfachschule für Logopädie    (Schule in freier Trägerschaft),4107,"Leipzig, Grassistraße 12",Grassistraße 12 04107 Leipzig OT Zentrum-Süd,http://leipzig-data.de/Data/Schule/IB.Berufsschule,http://jedeschule.de/SN-4451324-0,SN-4451324-0
Schule am Floßplatz,Berufsfachschule für Ergotherapie der Bildungsakademie Dresden Institut für Fortbildung und Umschulung  (Schule in freier Trägerschaft),4107,"Leipzig, Hohe Straße 45",Hohe Straße 9-13 04107 Leipzig OT Zentrum,http://leipzig-data.de/Data/Schule/Flossplatz-GS,http://jedeschule.de/SN-4450615-0,SN-4450615-0
Schule am Floßplatz,Berufsfachschule für Ergotherapie der Bildungsakademie Dresden Institut für Fortbildung und Umschulung  (Schule in freier Trägerschaft),4107,"Leipzig, Hohe Straße 45",Hohe Straße 9-13 04107 Leipzig OT Zentrum,http://leipzig-data.de/Data/Schule/Flossplatz-GS,http://jedeschule.de/SN-4450615-0,SN-4450615-0
Bildungsakademie Dresden,Berufsfachschule für Ergotherapie der Bildungsakademie Dresden Institut für Fortbildung und Umschulung  (Schule in freier Trägerschaft),4107,"Leipzig, Hohe Straße 9",Hohe Straße 9-13 04107 Leipzig OT Zentrum,http://leipzig-data.de/Data/Schule/BildungsakademieDresden,http://jedeschule.de/SN-4450615-0,SN-4450615-0
Bildungsakademie Dresden,Berufsfachschule für Ergotherapie der Bildungsakademie Dresden Institut für Fortbildung und Umschulung  (Schule in freier Trägerschaft),4107,"Leipzig, Hohe Straße 9",Hohe Straße 9-13 04107 Leipzig OT Zentrum,http://leipzig-data.de/Data/Schule/BildungsakademieDresden,http://jedeschule.de/SN-4450615-0,SN-4450615-0
GBS - gGmbH für technische und kaufmännische berufsbildende Schulen Leipzig,Berufsfachschule für Hebammen und Entbindungspfleger   (Schule in freier Trägerschaft),4107,"Leipzig, Mahlmannstraße 1",Mahlmannstraße 1-3 04107 Leipzig OT Zentrum,http://leipzig-data.de/Data/Schule/GBS-Berufsschule,http://jedeschule.de/SN-4452488-0,SN-4452488-0
GBS - gGmbH für technische und kaufmännische berufsbildende Schulen Leipzig,Berufsfachschule für Hebammen und Entbindungspfleger   (Schule in freier Trägerschaft),4107,"Leipzig, Mahlmannstraße 1",Mahlmannstraße 1-3 04107 Leipzig OT Zentrum,http://leipzig-data.de/Data/Schule/GBS-Berufsschule,http://jedeschule.de/SN-4452488-0,SN-4452488-0
