l,l1,p,a,a1,u,u1,id
Europäisches Bildungswerk für Beruf und Gesellschaft e.V.,Berufsfachschule für Ergotherapie    (Schule in freier Trägerschaft),4129,"Leipzig, Hohmannstraße 7",Hohmannstraße 7b 04129 Leipzig OT Eutritzsch,http://leipzig-data.de/Data/Schule/EuropaeischesBildungswerkBerufundGesellschaft,http://jedeschule.de/SN-4451233-0,SN-4451233-0
Europäisches Bildungswerk für Beruf und Gesellschaft e.V.,Berufsfachschule für Ergotherapie    (Schule in freier Trägerschaft),4129,"Leipzig, Hohmannstraße 7",Hohmannstraße 7b 04129 Leipzig OT Eutritzsch,http://leipzig-data.de/Data/Schule/EuropaeischesBildungswerkBerufundGesellschaft,http://jedeschule.de/SN-4451233-0,SN-4451233-0
Berufsbildungsinstitut und Sozialpflegeschulen Heimerer GmbH,Berufsfachschule für Sozialwesen    (Schule in freier Trägerschaft),4129,"Leipzig, Hohmannstraße 7B",Hohmannstraße 7b 04129 Leipzig OT Eutritzsch,http://leipzig-data.de/Data/Schule/Heimerer-Berufsschule,http://jedeschule.de/SN-4451993-0,SN-4451993-0
Berufsbildungsinstitut und Sozialpflegeschulen Heimerer GmbH,Berufsfachschule für Sozialwesen    (Schule in freier Trägerschaft),4129,"Leipzig, Hohmannstraße 7B",Hohmannstraße 7b 04129 Leipzig OT Eutritzsch,http://leipzig-data.de/Data/Schule/Heimerer-Berufsschule,http://jedeschule.de/SN-4451993-0,SN-4451993-0
Europäisches Bildungswerk für Beruf und Gesellschaft e.V.,Berufsfachschule für Sozialwesen    (Schule in freier Trägerschaft),4129,"Leipzig, Hohmannstraße 7",Hohmannstraße 7b 04129 Leipzig OT Eutritzsch,http://leipzig-data.de/Data/Schule/EuropaeischesBildungswerkBerufundGesellschaft,http://jedeschule.de/SN-4451993-0,SN-4451993-0
Europäisches Bildungswerk für Beruf und Gesellschaft e.V.,Berufsfachschule für Sozialwesen    (Schule in freier Trägerschaft),4129,"Leipzig, Hohmannstraße 7",Hohmannstraße 7b 04129 Leipzig OT Eutritzsch,http://leipzig-data.de/Data/Schule/EuropaeischesBildungswerkBerufundGesellschaft,http://jedeschule.de/SN-4451993-0,SN-4451993-0
Berufsbildungsinstitut und Sozialpflegeschulen Heimerer GmbH,Berufsfachschule für  Pflegehilfe   (Schule in freier Trägerschaft),4129,"Leipzig, Hohmannstraße 7B",Hohmannstraße 7b 04129 Leipzig OT Eutritzsch,http://leipzig-data.de/Data/Schule/Heimerer-Berufsschule,http://jedeschule.de/SN-4452314-0,SN-4452314-0
Berufsbildungsinstitut und Sozialpflegeschulen Heimerer GmbH,Berufsfachschule für  Pflegehilfe   (Schule in freier Trägerschaft),4129,"Leipzig, Hohmannstraße 7B",Hohmannstraße 7b 04129 Leipzig OT Eutritzsch,http://leipzig-data.de/Data/Schule/Heimerer-Berufsschule,http://jedeschule.de/SN-4452314-0,SN-4452314-0
Europäisches Bildungswerk für Beruf und Gesellschaft e.V.,Berufsfachschule für  Pflegehilfe   (Schule in freier Trägerschaft),4129,"Leipzig, Hohmannstraße 7",Hohmannstraße 7b 04129 Leipzig OT Eutritzsch,http://leipzig-data.de/Data/Schule/EuropaeischesBildungswerkBerufundGesellschaft,http://jedeschule.de/SN-4452314-0,SN-4452314-0
Europäisches Bildungswerk für Beruf und Gesellschaft e.V.,Berufsfachschule für  Pflegehilfe   (Schule in freier Trägerschaft),4129,"Leipzig, Hohmannstraße 7",Hohmannstraße 7b 04129 Leipzig OT Eutritzsch,http://leipzig-data.de/Data/Schule/EuropaeischesBildungswerkBerufundGesellschaft,http://jedeschule.de/SN-4452314-0,SN-4452314-0
Carl-von-Linné-Schule,Medizinische Berufsfachschule am Klinikum St. Georg gGmbH,4129,"Leipzig, Delitzscher Straße 110",Delitzscher Straße 141 04129 Leipzig OT Zentrum-Nord,http://leipzig-data.de/Data/Schule/Linne-GS,http://jedeschule.de/SN-4450342-0,SN-4450342-0
Carl-von-Linné-Schule,Medizinische Berufsfachschule am Klinikum St. Georg gGmbH,4129,"Leipzig, Delitzscher Straße 110",Delitzscher Straße 141 04129 Leipzig OT Zentrum-Nord,http://leipzig-data.de/Data/Schule/Linne-GS,http://jedeschule.de/SN-4450342-0,SN-4450342-0
St. Georg Klinikum,Medizinische Berufsfachschule am Klinikum St. Georg gGmbH,4129,"Leipzig, Delitzscher Straße 141",Delitzscher Straße 141 04129 Leipzig OT Zentrum-Nord,http://leipzig-data.de/Data/Schule/Berufsschule-St.GeorgKlinikum,http://jedeschule.de/SN-4450342-0,SN-4450342-0
St. Georg Klinikum,Medizinische Berufsfachschule am Klinikum St. Georg gGmbH,4129,"Leipzig, Delitzscher Straße 141",Delitzscher Straße 141 04129 Leipzig OT Zentrum-Nord,http://leipzig-data.de/Data/Schule/Berufsschule-St.GeorgKlinikum,http://jedeschule.de/SN-4450342-0,SN-4450342-0
Berufsbildungsinstitut und Sozialpflegeschulen Heimerer GmbH,Berufsfachschule für Physiotherapie    (Schule in freier Trägerschaft),4129,"Leipzig, Hohmannstraße 7B",Hohmannstraße 7b 04129 Leipzig OT Eutritzsch,http://leipzig-data.de/Data/Schule/Heimerer-Berufsschule,http://jedeschule.de/SN-4451696-0,SN-4451696-0
Berufsbildungsinstitut und Sozialpflegeschulen Heimerer GmbH,Berufsfachschule für Physiotherapie    (Schule in freier Trägerschaft),4129,"Leipzig, Hohmannstraße 7B",Hohmannstraße 7b 04129 Leipzig OT Eutritzsch,http://leipzig-data.de/Data/Schule/Heimerer-Berufsschule,http://jedeschule.de/SN-4451696-0,SN-4451696-0
Europäisches Bildungswerk für Beruf und Gesellschaft e.V.,Berufsfachschule für Physiotherapie    (Schule in freier Trägerschaft),4129,"Leipzig, Hohmannstraße 7",Hohmannstraße 7b 04129 Leipzig OT Eutritzsch,http://leipzig-data.de/Data/Schule/EuropaeischesBildungswerkBerufundGesellschaft,http://jedeschule.de/SN-4451696-0,SN-4451696-0
Europäisches Bildungswerk für Beruf und Gesellschaft e.V.,Berufsfachschule für Physiotherapie    (Schule in freier Trägerschaft),4129,"Leipzig, Hohmannstraße 7",Hohmannstraße 7b 04129 Leipzig OT Eutritzsch,http://leipzig-data.de/Data/Schule/EuropaeischesBildungswerkBerufundGesellschaft,http://jedeschule.de/SN-4451696-0,SN-4451696-0
Berufsbildungsinstitut und Sozialpflegeschulen Heimerer GmbH,Berufsfachschule für Altenpflege des Europäischen Bildungswerk für Beruf und Gesellschaft e. V.  (Schule in freier Trägerschaft),4129,"Leipzig, Hohmannstraße 7B",Hohmannstraße 7 04129 Leipzig OT Eutritzsch,http://leipzig-data.de/Data/Schule/Heimerer-Berufsschule,http://jedeschule.de/SN-4451167-0,SN-4451167-0
Berufsbildungsinstitut und Sozialpflegeschulen Heimerer GmbH,Berufsfachschule für Altenpflege des Europäischen Bildungswerk für Beruf und Gesellschaft e. V.  (Schule in freier Trägerschaft),4129,"Leipzig, Hohmannstraße 7B",Hohmannstraße 7 04129 Leipzig OT Eutritzsch,http://leipzig-data.de/Data/Schule/Heimerer-Berufsschule,http://jedeschule.de/SN-4451167-0,SN-4451167-0
Europäisches Bildungswerk für Beruf und Gesellschaft e.V.,Berufsfachschule für Altenpflege des Europäischen Bildungswerk für Beruf und Gesellschaft e. V.  (Schule in freier Trägerschaft),4129,"Leipzig, Hohmannstraße 7",Hohmannstraße 7 04129 Leipzig OT Eutritzsch,http://leipzig-data.de/Data/Schule/EuropaeischesBildungswerkBerufundGesellschaft,http://jedeschule.de/SN-4451167-0,SN-4451167-0
Europäisches Bildungswerk für Beruf und Gesellschaft e.V.,Berufsfachschule für Altenpflege des Europäischen Bildungswerk für Beruf und Gesellschaft e. V.  (Schule in freier Trägerschaft),4129,"Leipzig, Hohmannstraße 7",Hohmannstraße 7 04129 Leipzig OT Eutritzsch,http://leipzig-data.de/Data/Schule/EuropaeischesBildungswerkBerufundGesellschaft,http://jedeschule.de/SN-4451167-0,SN-4451167-0
Berufsbildungsinstitut und Sozialpflegeschulen Heimerer GmbH,Berufsfachschule für Altenpflege   (Schule in freier Trägeschaft),4129,"Leipzig, Hohmannstraße 7B",Hohmannstraße 7b 04129 Leipzig OT Eutritzsch,http://leipzig-data.de/Data/Schule/Heimerer-Berufsschule,http://jedeschule.de/SN-4451662-0,SN-4451662-0
Berufsbildungsinstitut und Sozialpflegeschulen Heimerer GmbH,Berufsfachschule für Altenpflege   (Schule in freier Trägeschaft),4129,"Leipzig, Hohmannstraße 7B",Hohmannstraße 7b 04129 Leipzig OT Eutritzsch,http://leipzig-data.de/Data/Schule/Heimerer-Berufsschule,http://jedeschule.de/SN-4451662-0,SN-4451662-0
Europäisches Bildungswerk für Beruf und Gesellschaft e.V.,Berufsfachschule für Altenpflege   (Schule in freier Trägeschaft),4129,"Leipzig, Hohmannstraße 7",Hohmannstraße 7b 04129 Leipzig OT Eutritzsch,http://leipzig-data.de/Data/Schule/EuropaeischesBildungswerkBerufundGesellschaft,http://jedeschule.de/SN-4451662-0,SN-4451662-0
Europäisches Bildungswerk für Beruf und Gesellschaft e.V.,Berufsfachschule für Altenpflege   (Schule in freier Trägeschaft),4129,"Leipzig, Hohmannstraße 7",Hohmannstraße 7b 04129 Leipzig OT Eutritzsch,http://leipzig-data.de/Data/Schule/EuropaeischesBildungswerkBerufundGesellschaft,http://jedeschule.de/SN-4451662-0,SN-4451662-0
Carl-von-Linné-Schule,Carl-von-Linne-Schule - Grundschule der Stadt Leipzig,4129,"Leipzig, Delitzscher Straße 110",Delitzscher Straße 110 04129 Leipzig OT Eutritzsch,http://leipzig-data.de/Data/Schule/Linne-GS,http://jedeschule.de/SN-4411948-0,SN-4411948-0
Carl-von-Linné-Schule,Carl-von-Linne-Schule - Grundschule der Stadt Leipzig,4129,"Leipzig, Delitzscher Straße 110",Delitzscher Straße 110 04129 Leipzig OT Eutritzsch,http://leipzig-data.de/Data/Schule/Linne-GS,http://jedeschule.de/SN-4411948-0,SN-4411948-0
St. Georg Klinikum,Carl-von-Linne-Schule - Grundschule der Stadt Leipzig,4129,"Leipzig, Delitzscher Straße 141",Delitzscher Straße 110 04129 Leipzig OT Eutritzsch,http://leipzig-data.de/Data/Schule/Berufsschule-St.GeorgKlinikum,http://jedeschule.de/SN-4411948-0,SN-4411948-0
St. Georg Klinikum,Carl-von-Linne-Schule - Grundschule der Stadt Leipzig,4129,"Leipzig, Delitzscher Straße 141",Delitzscher Straße 110 04129 Leipzig OT Eutritzsch,http://leipzig-data.de/Data/Schule/Berufsschule-St.GeorgKlinikum,http://jedeschule.de/SN-4411948-0,SN-4411948-0
Friedrich-Schiller-Gymnasium,Friedrich-Schiller-Schule - Gymnasium der Stadt Leipzig,4155,"Leipzig, Elsbethstraße 2",Elsbethstraße 2 04155 Leipzig OT Gohlis-Süd,http://leipzig-data.de/Data/Schule/Schiller-Gym,http://jedeschule.de/SN-4440269-0,SN-4440269-0
Friedrich-Schiller-Gymnasium,Friedrich-Schiller-Schule - Gymnasium der Stadt Leipzig,4155,"Leipzig, Elsbethstraße 2",Elsbethstraße 2 04155 Leipzig OT Gohlis-Süd,http://leipzig-data.de/Data/Schule/Schiller-Gym,http://jedeschule.de/SN-4440269-0,SN-4440269-0
Geschwister-Scholl-Schule,Friedrich-Schiller-Schule - Gymnasium der Stadt Leipzig,4155,"Leipzig, Elsbethstraße 1",Elsbethstraße 2 04155 Leipzig OT Gohlis-Süd,http://leipzig-data.de/Data/Schule/Scholl-GS,http://jedeschule.de/SN-4440269-0,SN-4440269-0
Geschwister-Scholl-Schule,Friedrich-Schiller-Schule - Gymnasium der Stadt Leipzig,4155,"Leipzig, Elsbethstraße 1",Elsbethstraße 2 04155 Leipzig OT Gohlis-Süd,http://leipzig-data.de/Data/Schule/Scholl-GS,http://jedeschule.de/SN-4440269-0,SN-4440269-0
Freie Oberschule Gohlis,Freie Oberschule Gohlis    (Schule in freier Trägerschaft),4155,"Leipzig, Lützowstraße 8",Lützowstraße 8 04155 Leipzig OT Gohlis-Süd,http://leipzig-data.de/Data/Schule/Gohlis-OS,http://jedeschule.de/SN-4420501-0,SN-4420501-0
Freie Oberschule Gohlis,Freie Oberschule Gohlis    (Schule in freier Trägerschaft),4155,"Leipzig, Lützowstraße 8",Lützowstraße 8 04155 Leipzig OT Gohlis-Süd,http://leipzig-data.de/Data/Schule/Gohlis-OS,http://jedeschule.de/SN-4420501-0,SN-4420501-0
68. Schule,68. Schule - Oberschule der Stadt Leipzig,4155,"Leipzig, Breitenfelder Straße 19",Breitenfelder Straße 19 04155 Leipzig OT Gohlis-Süd,http://leipzig-data.de/Data/Schule/68-OS,http://jedeschule.de/SN-4431052-0,SN-4431052-0
68. Schule,68. Schule - Oberschule der Stadt Leipzig,4155,"Leipzig, Breitenfelder Straße 19",Breitenfelder Straße 19 04155 Leipzig OT Gohlis-Süd,http://leipzig-data.de/Data/Schule/68-OS,http://jedeschule.de/SN-4431052-0,SN-4431052-0
Friedrich-Schiller-Gymnasium,Geschwister-Scholl-Schule - Grundschule der Stadt Leipzig,4155,"Leipzig, Elsbethstraße 2",Elsbethstraße 1 04155 Leipzig OT Gohlis-Süd,http://leipzig-data.de/Data/Schule/Schiller-Gym,http://jedeschule.de/SN-4411989-0,SN-4411989-0
Friedrich-Schiller-Gymnasium,Geschwister-Scholl-Schule - Grundschule der Stadt Leipzig,4155,"Leipzig, Elsbethstraße 2",Elsbethstraße 1 04155 Leipzig OT Gohlis-Süd,http://leipzig-data.de/Data/Schule/Schiller-Gym,http://jedeschule.de/SN-4411989-0,SN-4411989-0
Geschwister-Scholl-Schule,Geschwister-Scholl-Schule - Grundschule der Stadt Leipzig,4155,"Leipzig, Elsbethstraße 1",Elsbethstraße 1 04155 Leipzig OT Gohlis-Süd,http://leipzig-data.de/Data/Schule/Scholl-GS,http://jedeschule.de/SN-4411989-0,SN-4411989-0
Geschwister-Scholl-Schule,Geschwister-Scholl-Schule - Grundschule der Stadt Leipzig,4155,"Leipzig, Elsbethstraße 1",Elsbethstraße 1 04155 Leipzig OT Gohlis-Süd,http://leipzig-data.de/Data/Schule/Scholl-GS,http://jedeschule.de/SN-4411989-0,SN-4411989-0
Erich Kästner-Schule,Erich Kästner-Schule - Grundschule der Stadt Leipzig,4155,"Leipzig, Erfurter Straße 9",Erfurter Straße 9 04155 Leipzig OT Gohlis-Süd,http://leipzig-data.de/Data/Schule/E-Kaestner-GS,http://jedeschule.de/SN-4411997-0,SN-4411997-0
Erich Kästner-Schule,Erich Kästner-Schule - Grundschule der Stadt Leipzig,4155,"Leipzig, Erfurter Straße 9",Erfurter Straße 9 04155 Leipzig OT Gohlis-Süd,http://leipzig-data.de/Data/Schule/E-Kaestner-GS,http://jedeschule.de/SN-4411997-0,SN-4411997-0
Aktive Schule Leipzig,Aktive Schule - Grundschule  Aktive Schule Leipzig e.V.   (Schule in freier Trägerschaft),4155,"Leipzig, Eisenacher Straße 40",Eisenacher Straße 40a 04155 Leipzig OT Gohlis-Mitte,http://leipzig-data.de/Data/Schule/AktiveSchule-GS,http://jedeschule.de/SN-4412730-0,SN-4412730-0
Aktive Schule Leipzig,Aktive Schule - Grundschule  Aktive Schule Leipzig e.V.   (Schule in freier Trägerschaft),4155,"Leipzig, Eisenacher Straße 40",Eisenacher Straße 40a 04155 Leipzig OT Gohlis-Mitte,http://leipzig-data.de/Data/Schule/AktiveSchule-GS,http://jedeschule.de/SN-4412730-0,SN-4412730-0
Johann-Heinrich-Pestalozzi-Schule - Schule zur Lernförderung der Stadt Leipzig,Johann-Heinrich-Pestalozzi-Schule -  Schule zur Lernförderung der Stadt Leipzig,4157,"Leipzig, Hannoversche Straße 2",Hannoversche Straße 2 04157 Leipzig OT Gohlis-Nord,http://leipzig-data.de/Data/Schule/Pestalozzi-Lernfoerderschule,http://jedeschule.de/SN-4420360-0,SN-4420360-0
Johann-Heinrich-Pestalozzi-Schule - Schule zur Lernförderung der Stadt Leipzig,Johann-Heinrich-Pestalozzi-Schule -  Schule zur Lernförderung der Stadt Leipzig,4157,"Leipzig, Hannoversche Straße 2",Hannoversche Straße 2 04157 Leipzig OT Gohlis-Nord,http://leipzig-data.de/Data/Schule/Pestalozzi-Lernfoerderschule,http://jedeschule.de/SN-4420360-0,SN-4420360-0
35. Schule,35. Schule - Oberschule der Stadt Leipzig,4157,"Leipzig, Virchowstraße 4",Virchowstraße 4/6 04157 Leipzig OT Gohlis-Mitte,http://leipzig-data.de/Data/Schule/35-OS,http://jedeschule.de/SN-4431383-0,SN-4431383-0
35. Schule,35. Schule - Oberschule der Stadt Leipzig,4157,"Leipzig, Virchowstraße 4",Virchowstraße 4/6 04157 Leipzig OT Gohlis-Mitte,http://leipzig-data.de/Data/Schule/35-OS,http://jedeschule.de/SN-4431383-0,SN-4431383-0
Hans-Kroch-Schule,Grundschule forum thomanum    (Schule in freier Trägerschaft),4157,"Leipzig, Jörgen-Schmidtchen-Weg 8",Jörgen-Schmidtchen-Weg 8 04157 Leipzig OT Gohlis-Nord,http://leipzig-data.de/Data/Schule/Kroch-GS,http://jedeschule.de/SN-4412706-0,SN-4412706-0
Hans-Kroch-Schule,Grundschule forum thomanum    (Schule in freier Trägerschaft),4157,"Leipzig, Jörgen-Schmidtchen-Weg 8",Jörgen-Schmidtchen-Weg 8 04157 Leipzig OT Gohlis-Nord,http://leipzig-data.de/Data/Schule/Kroch-GS,http://jedeschule.de/SN-4412706-0,SN-4412706-0
Grundschule forum thomanum,Grundschule forum thomanum    (Schule in freier Trägerschaft),4157,"Leipzig, Jörgen-Schmidtchen-Weg 8",Jörgen-Schmidtchen-Weg 8 04157 Leipzig OT Gohlis-Nord,http://leipzig-data.de/Data/Schule/ForumThomanum-GS,http://jedeschule.de/SN-4412706-0,SN-4412706-0
Grundschule forum thomanum,Grundschule forum thomanum    (Schule in freier Trägerschaft),4157,"Leipzig, Jörgen-Schmidtchen-Weg 8",Jörgen-Schmidtchen-Weg 8 04157 Leipzig OT Gohlis-Nord,http://leipzig-data.de/Data/Schule/ForumThomanum-GS,http://jedeschule.de/SN-4412706-0,SN-4412706-0
Grund- und Oberschule Wiederitzsch,Schule Wiederitzsch -  Oberschule der Stadt Leipzig,4158,"Leipzig, Zur Schule 11",Zur Schule 11 04158 Leipzig OT Wiederitzsch,http://leipzig-data.de/Data/Schule/Wiederitzsch-GS,http://jedeschule.de/SN-4430310-0,SN-4430310-0
Grund- und Oberschule Wiederitzsch,Schule Wiederitzsch -  Oberschule der Stadt Leipzig,4158,"Leipzig, Zur Schule 11",Zur Schule 11 04158 Leipzig OT Wiederitzsch,http://leipzig-data.de/Data/Schule/Wiederitzsch-GS,http://jedeschule.de/SN-4430310-0,SN-4430310-0
Werner-Heisenberg-Gymnasium,Werner-Heisenberg-Schule - Gymnasium der Stadt Leipzig,4159,"Leipzig, Renftstraße 3",Renftstraße 3 04159 Leipzig OT Möckern,http://leipzig-data.de/Data/Schule/Heisenberg-Gym,http://jedeschule.de/SN-4440301-0,SN-4440301-0
Werner-Heisenberg-Gymnasium,Werner-Heisenberg-Schule - Gymnasium der Stadt Leipzig,4159,"Leipzig, Renftstraße 3",Renftstraße 3 04159 Leipzig OT Möckern,http://leipzig-data.de/Data/Schule/Heisenberg-Gym,http://jedeschule.de/SN-4440301-0,SN-4440301-0
Paul-Robeson-Schule,Paul-Robeson-Schule -  Oberschule der Stadt Leipzig,4159,"Leipzig, Jungmannstraße 5",Jungmannstraße 5 04159 Leipzig OT Zentrum,http://leipzig-data.de/Data/Schule/Robeson-Schule,http://jedeschule.de/SN-4431193-0,SN-4431193-0
Paul-Robeson-Schule,Paul-Robeson-Schule -  Oberschule der Stadt Leipzig,4159,"Leipzig, Jungmannstraße 5",Jungmannstraße 5 04159 Leipzig OT Zentrum,http://leipzig-data.de/Data/Schule/Robeson-Schule,http://jedeschule.de/SN-4431193-0,SN-4431193-0
Schule Stahmeln,Schule Stahmeln - Grundschule  der Stadt Leipzig,4159,"Leipzig, Stahmelner Höhe 1",Stahmelner Höhe 1 04159 Leipzig OT Lützschena-Stahmeln,http://leipzig-data.de/Data/Schule/Stahmeln-GS,http://jedeschule.de/SN-4410668-0,SN-4410668-0
Schule Stahmeln,Schule Stahmeln - Grundschule  der Stadt Leipzig,4159,"Leipzig, Stahmelner Höhe 1",Stahmelner Höhe 1 04159 Leipzig OT Lützschena-Stahmeln,http://leipzig-data.de/Data/Schule/Stahmeln-GS,http://jedeschule.de/SN-4410668-0,SN-4410668-0
Paul-Robeson-Schule,Paul-Robeson-Schule - Grundschule der Stadt Leipzig,4159,"Leipzig, Jungmannstraße 5",Jungmannstraße 5 04159 Leipzig OT Wahren,http://leipzig-data.de/Data/Schule/Robeson-Schule,http://jedeschule.de/SN-4412219-0,SN-4412219-0
Paul-Robeson-Schule,Paul-Robeson-Schule - Grundschule der Stadt Leipzig,4159,"Leipzig, Jungmannstraße 5",Jungmannstraße 5 04159 Leipzig OT Wahren,http://leipzig-data.de/Data/Schule/Robeson-Schule,http://jedeschule.de/SN-4412219-0,SN-4412219-0
39. Schule,39. Schule - Grundschule der Stadt Leipzig,4159,"Leipzig, Gustav-Kühn-Straße 1",Gustav-Kühn-Straße 1 04159 Leipzig OT Möckern,http://leipzig-data.de/Data/Schule/39-GS,http://jedeschule.de/SN-4412029-0,SN-4412029-0
39. Schule,39. Schule - Grundschule der Stadt Leipzig,4159,"Leipzig, Gustav-Kühn-Straße 1",Gustav-Kühn-Straße 1 04159 Leipzig OT Möckern,http://leipzig-data.de/Data/Schule/39-GS,http://jedeschule.de/SN-4412029-0,SN-4412029-0
Augsburger Lehmbaugesellschaft Leipzig gGmbH in Leipzig e.V.,Ergänzungsschule für Kosmetik    (Schule in freier Trägerschaft),4177,"Leipzig, Lützner Straße 93",Lützner Straße 93-95 04177 Leipzig OT Lindenau,http://leipzig-data.de/Data/Schule/AugsburgerLehmbaugesellschaft,http://jedeschule.de/SN-4450953-0,SN-4450953-0
Augsburger Lehmbaugesellschaft Leipzig gGmbH in Leipzig e.V.,Ergänzungsschule für Kosmetik    (Schule in freier Trägerschaft),4177,"Leipzig, Lützner Straße 93",Lützner Straße 93-95 04177 Leipzig OT Lindenau,http://leipzig-data.de/Data/Schule/AugsburgerLehmbaugesellschaft,http://jedeschule.de/SN-4450953-0,SN-4450953-0
Karl-Heine-Schule - Berufliches Schulzentrum der Stadt Leipzig,Karl-Heine-Schule - Berufliches Schulzentrum der Stadt Leipzig,4177,"Leipzig, Merseburger Straße 56",Merseburger Straße 56 04177 Leipzig OT Lindenau,http://leipzig-data.de/Data/Schule/Karl-Heine-Schule,http://jedeschule.de/SN-4450177-0,SN-4450177-0
Karl-Heine-Schule - Berufliches Schulzentrum der Stadt Leipzig,Karl-Heine-Schule - Berufliches Schulzentrum der Stadt Leipzig,4177,"Leipzig, Merseburger Straße 56",Merseburger Straße 56 04177 Leipzig OT Lindenau,http://leipzig-data.de/Data/Schule/Karl-Heine-Schule,http://jedeschule.de/SN-4450177-0,SN-4450177-0
Karl-Heine-Schule - Berufliches Schulzentrum der Stadt Leipzig,Karl-Heine-Schule - Berufliches Schulzentrum der Stadt Leipzig,4177,"Leipzig, Merseburger Straße 56",Merseburger Straße 56 04177 Leipzig OT Lindenau,http://leipzig-data.de/Data/Schule/Karl-Heine-Schule,http://jedeschule.de/SN-4450177-1,SN-4450177-1
Karl-Heine-Schule - Berufliches Schulzentrum der Stadt Leipzig,Karl-Heine-Schule - Berufliches Schulzentrum der Stadt Leipzig,4177,"Leipzig, Merseburger Straße 56",Merseburger Straße 56 04177 Leipzig OT Lindenau,http://leipzig-data.de/Data/Schule/Karl-Heine-Schule,http://jedeschule.de/SN-4450177-1,SN-4450177-1
Karl-Heine-Schule - Berufliches Schulzentrum der Stadt Leipzig,Karl-Heine-Schule - Berufliches Schulzentrum der Stadt Leipzig,4177,"Leipzig, Merseburger Straße 56",Merseburger Straße 56 04177 Leipzig OT Lindenau,http://leipzig-data.de/Data/Schule/Karl-Heine-Schule,http://jedeschule.de/SN-4450177-2,SN-4450177-2
Karl-Heine-Schule - Berufliches Schulzentrum der Stadt Leipzig,Karl-Heine-Schule - Berufliches Schulzentrum der Stadt Leipzig,4177,"Leipzig, Merseburger Straße 56",Merseburger Straße 56 04177 Leipzig OT Lindenau,http://leipzig-data.de/Data/Schule/Karl-Heine-Schule,http://jedeschule.de/SN-4450177-2,SN-4450177-2
Karl-Heine-Schule - Berufliches Schulzentrum der Stadt Leipzig,Karl-Heine-Schule - Berufliches Schulzentrum der Stadt Leipzig,4177,"Leipzig, Merseburger Straße 56",Merseburger Straße 56 04177 Leipzig OT Lindenau,http://leipzig-data.de/Data/Schule/Karl-Heine-Schule,http://jedeschule.de/SN-4450177-3,SN-4450177-3
Karl-Heine-Schule - Berufliches Schulzentrum der Stadt Leipzig,Karl-Heine-Schule - Berufliches Schulzentrum der Stadt Leipzig,4177,"Leipzig, Merseburger Straße 56",Merseburger Straße 56 04177 Leipzig OT Lindenau,http://leipzig-data.de/Data/Schule/Karl-Heine-Schule,http://jedeschule.de/SN-4450177-3,SN-4450177-3
Karl-Heine-Schule - Berufliches Schulzentrum der Stadt Leipzig,Karl-Heine-Schule - Berufliches Schulzentrum der Stadt Leipzig,4177,"Leipzig, Merseburger Straße 56",Merseburger Straße 56 04177 Leipzig OT Lindenau,http://leipzig-data.de/Data/Schule/Karl-Heine-Schule,http://jedeschule.de/SN-4450177-4,SN-4450177-4
Karl-Heine-Schule - Berufliches Schulzentrum der Stadt Leipzig,Karl-Heine-Schule - Berufliches Schulzentrum der Stadt Leipzig,4177,"Leipzig, Merseburger Straße 56",Merseburger Straße 56 04177 Leipzig OT Lindenau,http://leipzig-data.de/Data/Schule/Karl-Heine-Schule,http://jedeschule.de/SN-4450177-4,SN-4450177-4
Augsburger Lehmbaugesellschaft Leipzig gGmbH in Leipzig e.V.,"Fachoberschule mit Fachrichtungen Gestaltung, Sozialwesen, Technik, Wirtschaft und Verwaltung  (Schule in freier Trägerschaft)",4177,"Leipzig, Lützner Straße 93",Lützner Straße 93-95 04177 Leipzig OT Altlindenau,http://leipzig-data.de/Data/Schule/AugsburgerLehmbaugesellschaft,http://jedeschule.de/SN-4452223-0,SN-4452223-0
Augsburger Lehmbaugesellschaft Leipzig gGmbH in Leipzig e.V.,"Fachoberschule mit Fachrichtungen Gestaltung, Sozialwesen, Technik, Wirtschaft und Verwaltung  (Schule in freier Trägerschaft)",4177,"Leipzig, Lützner Straße 93",Lützner Straße 93-95 04177 Leipzig OT Altlindenau,http://leipzig-data.de/Data/Schule/AugsburgerLehmbaugesellschaft,http://jedeschule.de/SN-4452223-0,SN-4452223-0
Augsburger Lehmbaugesellschaft Leipzig gGmbH in Leipzig e.V.,"Fachschule für Sozialwesen, Fachrichtungen Heilerziehungspflege und Sozialpädagogik der Augsburger Lehmbaugesellschaft Leipzig gGmbH (Schule in freier Trägerschaft)",4177,"Leipzig, Lützner Straße 93",Lützner Straße 93-95 04177 Leipzig OT Altlindenau,http://leipzig-data.de/Data/Schule/AugsburgerLehmbaugesellschaft,http://jedeschule.de/SN-4452033-0,SN-4452033-0
Augsburger Lehmbaugesellschaft Leipzig gGmbH in Leipzig e.V.,"Fachschule für Sozialwesen, Fachrichtungen Heilerziehungspflege und Sozialpädagogik der Augsburger Lehmbaugesellschaft Leipzig gGmbH (Schule in freier Trägerschaft)",4177,"Leipzig, Lützner Straße 93",Lützner Straße 93-95 04177 Leipzig OT Altlindenau,http://leipzig-data.de/Data/Schule/AugsburgerLehmbaugesellschaft,http://jedeschule.de/SN-4452033-0,SN-4452033-0
